Número de estudiante | Sigla | Periodo | Calificación | Nota
1777 | DS033457 | 2022-01 | I | 3,7
1811 | DS033457 | 2022-01 | I | 3,5
1788 | DS033457 | 2022-01 | I | 3,5
1788 | DS033457 | 2022-01 | NP | x
1816 | DS033457 | 2022-01 | SU | 4,3
1800 | DS033458 | 2022-01 | I | 3
1800 | DS033458 | 2022-01 | I | 3,8
1756 | DS033458 | 2022-01 | I | 3
1756 | DS033458 | 2022-01 | I | 3,1
1797 | DS033458 | 2022-01 | M | 2
1746 | DS033458 | 2022-01 | SU | 4,2
1746 | DS033458 | 2022-01 | I | 3,7
1778 | DS033458 | 2022-01 | I | 3,6
1764 | DS033458 | 2022-01 | MM | 1
1764 | DS033458 | 2022-01 | I | 3,3
1737 | DS033458 | 2022-01 | I | 3
1737 | DS033458 | 2022-01 | I | 3,3
1760 | DS033458 | 2022-01 | MM | 1,8
1777 | DS033458 | 2022-01 | I | 3
1777 | DS033458 | 2022-01 | I | 3,8
1776 | DS033458 | 2022-01 | I | 3
1768 | DS033458 | 2022-01 | NP | x
1736 | DS033458 | 2022-01 | I | 3
1811 | DS033458 | 2022-01 | MM | 1
1811 | DS033458 | 2022-01 | I | 3,8
1788 | DS033458 | 2022-01 | M | 2,7
1773 | DS033458 | 2022-01 | M | 2,7
1758 | DS033458 | 2022-01 | M | 2,5
1725 | DS033458 | 2022-01 | MM | 1
1725 | DS033458 | 2022-01 | I | 3,7
1801 | DS033458 | 2022-01 | I | 3,5
1731 | DS033458 | 2022-01 | I | 3,9
1781 | DS033458 | 2022-01 | I | 3,3
1803 | DS033458 | 2022-01 | I | 3
1803 | DS033458 | 2022-01 | M | 2,5
1746 | DS033461 | 2022-01 | B | 5,6
1786 | DS033461 | 2022-01 | I | 3,8
1764 | DS033461 | 2022-01 | NP | x
1749 | DS033461 | 2022-01 | MM | 1,9
1806 | DS033461 | 2022-01 | I | 3,8
1801 | DS033461 | 2022-01 | I | 3,3
1766 | DS033487 | 2023-02 | SU | 4,9
1766 | DS033462 | 2022-01 | M | 2,7
1730 | DS033487 | 2023-02 | SU | 4,1
1797 | DS033462 | 2022-01 | I | 3,4
1786 | DS033462 | 2022-01 | M | 2
1778 | DS033462 | 2022-01 | I | 3,5
1726 | DS033487 | 2023-02 | SU | 4,6
1764 | DS033462 | 2022-01 | M | 2,4
1744 | DS033487 | 2023-02 | B | 5,1
1737 | DS033462 | 2022-01 | I | 3,5
1751 | DS033487 | 2023-02 | SU | 4,6
1747 | DS033462 | 2022-01 | I | 3,4
1748 | DS033487 | 2023-02 | SU | 4,6
1732 | DS033487 | 2023-02 | B | 5,3
1743 | DS033462 | 2022-01 | I | 3,7
1728 | DS033487 | 2023-02 | B | 5,8
1771 | DS033487 | 2023-02 | SU | 4,3
1767 | DS033487 | 2023-02 | SU | 4,2
1794 | DS033487 | 2023-02 | SU | 4,5
1819 | DS033487 | 2023-02 | B | 5,1
1751 | DS033462 | 2022-01 | I | 3,1
1736 | DS033462 | 2022-01 | I | 3
1758 | DS033462 | 2022-01 | NP | x
1725 | DS033462 | 2022-01 | I | 3,5
1771 | DS033462 | 2022-01 | I | 3,5
1801 | DS033462 | 2022-01 | I | 3,7
1819 | DS033462 | 2022-01 | I | 3
1819 | DS033462 | 2022-01 | I | 3,7
1781 | DS033462 | 2022-01 | SU | 4,5
1803 | DS033462 | 2022-01 | I | 3
1803 | DS033462 | 2022-01 | I | 3,4
1759 | DS033462 | 2022-01 | NP | x
1748 | DS033463 | 2022-01 | I | 3
3267 | DV023487 | 2023-02 | B | 5,3
3259 | DV023487 | 2023-02 | SU | 4,7
3232 | DV023487 | 2023-02 | SU | 4,9
1756 | DS033464 | 2022-01 | MM | 1
3178 | DV023487 | 2023-02 | SU | 4,4
1746 | DS033464 | 2022-01 | M | 2,9
1746 | DS033464 | 2022-01 | I | 3,5
1786 | DS033464 | 2022-01 | I | 3,3
1786 | DS033464 | 2022-01 | P | x
1778 | DS033464 | 2022-01 | I | 3
3220 | DV023487 | 2023-02 | B | 5,2
1764 | DS033464 | 2022-01 | MM | 1
3251 | DV023487 | 2023-02 | B | 5,8
3247 | DV023487 | 2023-02 | SU | 4,5
1737 | DS033464 | 2022-01 | I | 3,8
1760 | DS033464 | 2022-01 | M | 2
3199 | DV023487 | 2023-02 | SU | 4,5
1747 | DS033464 | 2022-01 | I | 3,7
3206 | DV023487 | 2023-02 | B | 5,7
1749 | DS033464 | 2022-01 | I | 3,6
1777 | DS033464 | 2022-01 | I | 3,7
3265 | DV023487 | 2023-02 | B | 5,5
3184 | DV023487 | 2023-02 | B | 5,2
1743 | DS033464 | 2022-01 | I | 3,4
3204 | DV023487 | 2023-02 | B | 5,8
3258 | DV023487 | 2023-02 | SU | 4,8
3210 | DV023487 | 2023-02 | SU | 4,2
3242 | DV023487 | 2023-02 | SU | 4,7
3348 | DV023487 | 2023-02 | SU | 4,8
3255 | DV023487 | 2023-02 | B | 5,3
1811 | DS033464 | 2022-01 | I | 3,5
3225 | DV023487 | 2023-02 | B | 5,7
3188 | DV023487 | 2023-02 | SU | 4,8
3180 | DV023487 | 2023-02 | SU | 4,9
1773 | DS033464 | 2022-01 | M | 2,6
3244 | DV023487 | 2023-02 | SU | 4,3
3194 | DV023487 | 2023-02 | B | 5,8
3266 | DV023487 | 2023-02 | SU | 4,3
3264 | DV023487 | 2023-02 | SU | 4,3
1731 | DS033464 | 2022-01 | I | 3,4
1731 | DS033464 | 2022-01 | I | 3,8
1781 | DS033464 | 2022-01 | I | 3
1803 | DS033464 | 2022-01 | I | 3,8
4549 | HF023451 | 2021-01 | B | 5
4625 | HF023451 | 2021-01 | B | 5
4615 | HF023451 | 2021-01 | B | 5
4575 | HF023451 | 2021-01 | B | 5
4537 | HF023451 | 2021-01 | B | 5
4605 | HF023451 | 2021-01 | B | 5
4597 | HF023451 | 2021-02 | B | 5
4577 | HF023451 | 2021-02 | MB | 6
4647 | HF023451 | 2021-01 | B | 5
4568 | HF023451 | 2021-01 | B | 5
4651 | HF023451 | 2021-01 | B | 5
4553 | HF023451 | 2021-01 | B | 5
4648 | HF023451 | 2021-01 | SU | 4
4599 | HF023451 | 2021-01 | B | 5
4593 | HF023451 | 2021-01 | B | 5
4548 | HF023451 | 2021-01 | B | 5,1
1781 | DS033506 | 2022-01 | SU | 4,4
4591 | HF023451 | 2021-01 | SU | 4,3
4547 | HF023451 | 2021-01 | B | 5,4
4558 | HF023451 | 2021-01 | B | 5,5
1788 | DS034000 | 2022-01 | MM | 1
4544 | HF023451 | 2021-01 | MB | 6,1
1746 | DS034001 | 2022-01 | MM | 1
4639 | HF023451 | 2021-01 | B | 5,3
4556 | HF023451 | 2021-01 | B | 5,2
4633 | HF023451 | 2021-01 | SU | 4,2
1788 | DS034090 | 2022-01 | SU | 4,8
4602 | HF023451 | 2021-01 | B | 5,9
4586 | HF023451 | 2021-01 | B | 5,5
4550 | HF023451 | 2021-01 | B | 5,8
4555 | HF023451 | 2021-01 | B | 5,1
4560 | HF023451 | 2021-01 | B | 5,6
4541 | HF023451 | 2021-01 | MB | 6,3
4613 | HF023451 | 2021-01 | B | 5,5
4536 | HF023451 | 2021-01 | MB | 6,2
4565 | HF023451 | 2021-01 | SU | 4,1
4612 | HF023451 | 2021-01 | SU | 4,5
4581 | HF023451 | 2021-01 | SU | 4,3
4561 | HF023451 | 2021-01 | SU | 4,2
4598 | HF023451 | 2021-01 | B | 5,6
4559 | HF023451 | 2021-01 | SU | 4,3
4627 | HF023451 | 2021-01 | SU | 4,5
4600 | HF023451 | 2021-01 | B | 5,6
4618 | HF023451 | 2021-01 | B | 5,2
4569 | HF023451 | 2021-01 | SU | 4,2
4617 | HF023451 | 2021-01 | B | 5,6
4604 | HF023451 | 2021-01 | B | 5,7
4642 | HF023451 | 2021-01 | SU | 4,3
4552 | HF023451 | 2021-01 | SU | 4,9
4566 | HF023451 | 2021-01 | B | 5,7
4551 | HF023451 | 2021-02 | SU | 4,6
4567 | HF023451 | 2021-02 | B | 5,4
4587 | HF023451 | 2021-02 | SU | 4,6
1746 | DS034091 | 2022-01 | P | x
1764 | DS034094 | 2022-01 | MM | 1
1760 | DS034094 | 2022-01 | B | 5,1
1777 | DS034094 | 2022-01 | MM | 1
4584 | HF023451 | 2023-01 | B | 5,1
1773 | DS034094 | 2022-01 | MB | 6,1
1760 | DS034440 | 2022-01 | I | 3,5
1760 | DS034440 | 2022-01 | I | 3,1
1773 | DS034440 | 2022-01 | M | 2,7
1764 | DS033451 | 2021-01 | B | 5
1759 | DS033451 | 2021-01 | MB | 6
1743 | DS034497 | 2022-01 | I | 3
1773 | DS035158 | 2022-01 | SU | 4,2
1777 | DS0310062 | 2022-01 | MM | 1
3232 | DV023451 | 2021-01 | B | 5
3196 | DV023451 | 2021-01 | B | 5
3184 | DV023451 | 2021-01 | MB | 6
3243 | DV023451 | 2021-01 | B | 5
3195 | DV023451 | 2021-01 | B | 5
3255 | DV023451 | 2021-01 | B | 5
3180 | DV023451 | 2021-01 | B | 5
3244 | DV023451 | 2021-01 | MB | 6
3266 | DV023451 | 2021-01 | B | 5
1800 | DS033451 | 2022-02 | I | 3
1750 | DS033456 | 2022-02 | B | 5,9
3212 | DV023451 | 2021-02 | SU | 4
1800 | DS033457 | 2022-02 | I | 3,7
1800 | DS033457 | 2022-02 | I | 3,5
1746 | DS033457 | 2022-02 | SU | 4,3
1746 | DS033457 | 2022-02 | NP | x
1777 | DS033457 | 2022-02 | NP | x
1788 | DS033457 | 2022-02 | SU | 4,1
1750 | DS033457 | 2022-02 | MM | 1
1750 | DS033457 | 2022-02 | NP | x
1766 | DS033451 | 2021-01 | B | 5,5
1756 | DS033451 | 2021-01 | B | 5,1
1797 | DS033451 | 2021-01 | MB | 6,2
1786 | DS033451 | 2021-01 | B | 5,3
1778 | DS033451 | 2021-01 | B | 5,2
1737 | DS033451 | 2021-01 | MB | 6,2
1747 | DS033451 | 2021-01 | B | 5,5
1749 | DS033451 | 2021-01 | SU | 4,3
1754 | DS033451 | 2021-01 | B | 5,9
1777 | DS033451 | 2021-01 | SU | 4,4
1743 | DS033451 | 2021-01 | SU | 4,5
1776 | DS033451 | 2021-01 | MB | 6,1
1806 | DS033451 | 2021-01 | MB | 6,1
1730 | DS033451 | 2021-01 | B | 5,8
1726 | DS033451 | 2021-01 | B | 5,5
1744 | DS033451 | 2021-01 | B | 5,3
1751 | DS033451 | 2021-01 | B | 5,9
1768 | DS033451 | 2021-01 | B | 5,9
1736 | DS033451 | 2021-01 | B | 5,2
1798 | DS033451 | 2021-01 | B | 5,6
1811 | DS033451 | 2021-01 | B | 5,7
1727 | DS033451 | 2021-01 | MB | 6,1
1800 | DS033458 | 2022-02 | I | 3
1756 | DS033458 | 2022-02 | M | 2,8
1748 | DS033451 | 2021-01 | B | 5,7
1764 | DS033458 | 2022-02 | I | 3,5
1764 | DS033458 | 2022-02 | I | 3
1732 | DS033451 | 2021-01 | SO | 6,7
1760 | DS033458 | 2022-02 | M | 2,5
1728 | DS033451 | 2021-01 | MB | 6,1
1758 | DS033451 | 2021-01 | B | 5,4
1788 | DS033458 | 2022-02 | SU | 4,1
1816 | DS033458 | 2022-02 | I | 3
1816 | DS033458 | 2022-02 | I | 3,5
1773 | DS033458 | 2022-02 | M | 2
1773 | DS033458 | 2022-02 | I | 3,8
1750 | DS033458 | 2022-02 | M | 2,8
1725 | DS033451 | 2021-01 | B | 5,9
1771 | DS033451 | 2021-01 | B | 5,9
1767 | DS033451 | 2021-01 | B | 5,4
1801 | DS033451 | 2021-01 | B | 5,6
1731 | DS033451 | 2021-01 | B | 5,6
1794 | DS033451 | 2021-01 | B | 5,6
1819 | DS033451 | 2021-01 | B | 5,4
1803 | DS033451 | 2021-01 | B | 5,3
1788 | DS033459 | 2022-02 | I | 3,4
1788 | DS033459 | 2022-02 | I | 3,5
1816 | DS033459 | 2022-02 | B | 5,1
1750 | DS033459 | 2022-02 | M | 2,1
1800 | DS033451 | 2022-02 | SU | 4,3
1760 | DS033461 | 2022-02 | MM | 1
1788 | DS033461 | 2022-02 | MM | 1
1773 | DS033461 | 2022-02 | MB | 6,2
1781 | DS033461 | 2022-02 | SO | 6,5
1756 | DS033462 | 2022-02 | I | 3,1
1756 | DS033462 | 2022-02 | I | 3,8
1786 | DS033462 | 2022-02 | I | 3,9
1764 | DS033462 | 2022-02 | I | 3,2
1764 | DS033462 | 2022-02 | I | 3,1
1811 | DS033462 | 2022-02 | MM | 1
1811 | DS033462 | 2022-02 | I | 3,3
1816 | DS033462 | 2022-02 | I | 3,6
1746 | DS033463 | 2022-02 | I | 3
1778 | DS033463 | 2022-02 | MM | 1
1747 | DS033463 | 2022-02 | I | 3,5
1754 | DS033463 | 2022-02 | I | 3,5
1754 | DS033463 | 2022-02 | I | 3,7
1776 | DS033463 | 2022-02 | MM | 1
1776 | DS033463 | 2022-02 | NP | x
1768 | DS033463 | 2022-02 | MM | 1
1768 | DS033463 | 2022-02 | I | 3,8
1736 | DS033463 | 2022-02 | I | 3,7
1758 | DS033463 | 2022-02 | I | 3,2
1801 | DS033463 | 2022-02 | I | 3,7
1766 | DS033467 | 2022-02 | I | 3,9
1746 | DS033467 | 2022-02 | I | 3
1746 | DS033467 | 2022-02 | I | 3,5
1786 | DS033467 | 2022-02 | M | 2
1764 | DS033467 | 2022-02 | I | 3,5
1737 | DS033467 | 2022-02 | I | 3
1737 | DS033467 | 2022-02 | I | 3,5
1747 | DS033467 | 2022-02 | I | 3,7
1749 | DS033467 | 2022-02 | I | 3
1777 | DS033467 | 2022-02 | NP | x
1743 | DS033467 | 2022-02 | I | 3
1776 | DS033467 | 2022-02 | NP | x
1768 | DS033467 | 2022-02 | NP | x
1736 | DS033467 | 2022-02 | I | 3,5
1811 | DS033467 | 2022-02 | I | 3,5
1811 | DS033467 | 2022-02 | I | 3
1727 | DS033467 | 2022-02 | M | 2,7
1727 | DS033467 | 2022-02 | I | 3,9
1748 | DS033467 | 2022-02 | I | 3,5
1758 | DS033467 | 2022-02 | I | 3,5
1758 | DS033467 | 2022-02 | I | 3,4
1725 | DS033467 | 2022-02 | I | 3
1725 | DS033467 | 2022-02 | I | 3,5
1771 | DS033467 | 2022-02 | M | 2,8
1819 | DS033467 | 2022-02 | NP | x
1803 | DS033467 | 2022-02 | M | 2,7
1759 | DS033467 | 2022-02 | I | 3,8
1797 | DS033468 | 2022-02 | I | 3
1778 | DS033468 | 2022-02 | MM | 1
1737 | DS033468 | 2022-02 | M | 2,8
1747 | DS033468 | 2022-02 | I | 3,5
1747 | DS033468 | 2022-02 | I | 3
1749 | DS033468 | 2022-02 | M | 2,8
1754 | DS033468 | 2022-02 | I | 3,1
1743 | DS033468 | 2022-02 | I | 3,6
1776 | DS033468 | 2022-02 | MM | 1,9
1806 | DS033468 | 2022-02 | I | 3,4
1730 | DS033468 | 2022-02 | I | 3
1730 | DS033468 | 2022-02 | I | 3,1
1768 | DS033468 | 2022-02 | M | 2,1
1736 | DS033468 | 2022-02 | I | 3,1
1736 | DS033468 | 2022-02 | I | 3
1727 | DS033468 | 2022-02 | M | 2,5
1748 | DS033468 | 2022-02 | I | 3,4
1732 | DS033468 | 2022-02 | I | 3
1758 | DS033468 | 2022-02 | M | 2,3
1725 | DS033468 | 2022-02 | M | 2,8
1801 | DS033468 | 2022-02 | M | 2,8
1731 | DS033468 | 2022-02 | I | 3
1731 | DS033468 | 2022-02 | MM | 1
1794 | DS033468 | 2022-02 | I | 3
1794 | DS033468 | 2022-02 | I | 3,8
1781 | DS033468 | 2022-02 | MM | 1
1759 | DS033468 | 2022-02 | I | 3
1759 | DS033468 | 2022-02 | I | 3,7
3224 | DV023489 | 2023-01 | B | 5
3267 | DV023451 | 2021-01 | MB | 6,4
3207 | DV023451 | 2021-01 | SU | 4,1
3238 | DV023451 | 2021-01 | SU | 4,2
3259 | DV023451 | 2021-01 | SU | 4,3
3178 | DV023451 | 2021-01 | B | 5,6
3249 | DV023451 | 2021-01 | SU | 4,4
3220 | DV023451 | 2021-01 | B | 5,8
3251 | DV023451 | 2021-01 | MB | 6,1
3247 | DV023451 | 2021-01 | B | 5,6
3199 | DV023451 | 2021-01 | SU | 4,2
3206 | DV023451 | 2021-01 | MB | 6,3
3246 | DV023451 | 2021-01 | B | 5,6
3265 | DV023451 | 2021-01 | B | 5,5
3198 | DV023451 | 2021-01 | B | 5,1
3204 | DV023451 | 2021-01 | MB | 6,3
3209 | DV023451 | 2021-01 | B | 5,5
3258 | DV023451 | 2021-01 | SU | 4,2
3210 | DV023451 | 2021-01 | SU | 4,1
3192 | DV023451 | 2021-01 | MB | 6,4
3242 | DV023451 | 2021-01 | SU | 4,2
3225 | DV023451 | 2021-01 | SU | 4,5
3188 | DV023451 | 2021-01 | B | 5,4
3224 | DV023451 | 2021-01 | SU | 4,1
3194 | DV023451 | 2021-01 | SO | 6,5
3187 | DV023451 | 2021-01 | B | 5,8
3217 | DV023451 | 2021-01 | B | 5,3
3202 | DV023451 | 2021-01 | SO | 6,5
3213 | DV023451 | 2021-01 | B | 5,8
3264 | DV023451 | 2021-01 | SU | 4,3
3233 | DV023451 | 2021-02 | SU | 4,5
3187 | DV023489 | 2023-01 | SU | 4,7
3217 | DV023489 | 2023-01 | SU | 4,2
1760 | DS033977 | 2022-02 | I | 3,5
1811 | DS034001 | 2022-02 | I | 3,1
1816 | DS034092 | 2022-02 | MM | 1
1777 | DS034093 | 2022-02 | MM | 1
1811 | DS034093 | 2022-02 | I | 3,5
1781 | DS034093 | 2022-02 | SO | 6,5
1737 | DS0327527 | 2023-02 | MB | 6,1
1760 | DS034440 | 2022-02 | I | 3,7
1760 | DS034440 | 2022-02 | I | 3
1773 | DS034440 | 2022-02 | I | 3
1788 | DS035158 | 2022-02 | MM | 1
1750 | DS0310059 | 2022-02 | SU | 4,9
4634 | HF023461 | 2022-01 | SU | 4
4615 | HF023461 | 2022-01 | SU | 4
4575 | HF023461 | 2022-01 | SU | 4
4597 | HF023461 | 2023-01 | SU | 4
1788 | DS033453 | 2023-01 | MM | 1
1816 | DS033461 | 2022-02 | MB | 6
4647 | HF023461 | 2022-01 | SU | 4,9
1800 | DS033457 | 2023-01 | I | 3,7
4591 | HF023461 | 2022-01 | B | 5,6
1773 | DS033457 | 2023-01 | I | 3
1773 | DS033457 | 2023-01 | I | 3,1
4544 | HF023461 | 2022-01 | B | 5,9
4639 | HF023461 | 2022-01 | B | 5,2
4665 | HF023461 | 2022-01 | SU | 4,7
4556 | HF023461 | 2022-01 | B | 5,1
4633 | HF023461 | 2022-01 | SU | 4,6
4602 | HF023461 | 2022-01 | B | 5,3
4548 | HF023461 | 2022-01 | B | 5
4568 | HF023461 | 2022-01 | B | 5,8
4586 | HF023461 | 2022-01 | SU | 4,8
4550 | HF023461 | 2022-01 | B | 5,1
4555 | HF023461 | 2022-01 | SU | 4,4
4560 | HF023461 | 2022-01 | SU | 4,1
4541 | HF023461 | 2022-01 | SO | 6,8
4613 | HF023461 | 2022-01 | SU | 4,6
4536 | HF023461 | 2022-01 | SU | 4,9
4547 | HF023461 | 2022-01 | B | 5
1773 | DS033458 | 2023-01 | M | 2
4558 | HF023461 | 2022-01 | B | 5
1750 | DS033458 | 2023-01 | MM | 1
4565 | HF023461 | 2022-01 | B | 5,5
4567 | HF023461 | 2022-01 | SU | 4,4
4553 | HF023461 | 2022-01 | B | 5,3
4612 | HF023461 | 2022-01 | SU | 4,3
4581 | HF023461 | 2022-01 | B | 5,2
4561 | HF023461 | 2022-01 | SU | 4,7
4598 | HF023461 | 2022-01 | SU | 4,6
4648 | HF023461 | 2022-01 | SU | 4
4599 | HF023461 | 2022-01 | B | 5,5
4559 | HF023461 | 2022-01 | B | 5,1
4618 | HF023461 | 2022-01 | B | 5,3
4569 | HF023461 | 2022-01 | SU | 4,5
4617 | HF023461 | 2022-01 | B | 5,1
4604 | HF023461 | 2022-01 | B | 5,4
4642 | HF023461 | 2022-01 | SU | 4,3
4552 | HF023461 | 2022-01 | SU | 4,5
4566 | HF023461 | 2022-01 | SU | 4,5
4593 | HF023461 | 2022-01 | SU | 4,7
4551 | HF023461 | 2022-02 | SU | 4,1
4651 | HF023461 | 2022-02 | B | 5,2
4627 | HF023461 | 2022-02 | B | 5,1
4600 | HF023461 | 2022-02 | SU | 4,7
1756 | DS033462 | 2023-01 | I | 3,5
1746 | DS033462 | 2023-01 | I | 3
1764 | DS033462 | 2023-01 | I | 3,5
1777 | DS033462 | 2023-01 | I | 3
1811 | DS033462 | 2023-01 | I | 3,5
1811 | DS033462 | 2023-01 | I | 3,3
1788 | DS033462 | 2023-01 | M | 2,7
1788 | DS033462 | 2023-01 | I | 3,3
1800 | DS033463 | 2023-01 | I | 3,5
1800 | DS033463 | 2023-01 | I | 3,4
1746 | DS033463 | 2023-01 | SU | 4,3
1746 | DS033463 | 2023-01 | NP | x
1786 | DS033463 | 2023-01 | I | 3,5
1778 | DS033463 | 2023-01 | MM | 1
1778 | DS033463 | 2023-01 | I | 3,3
1737 | DS033463 | 2023-01 | I | 3
1747 | DS033463 | 2023-01 | I | 3,1
1777 | DS033463 | 2023-01 | NP | x
1776 | DS033463 | 2023-01 | NP | x
1811 | DS033463 | 2023-01 | I | 3,7
1811 | DS033463 | 2023-01 | I | 3,1
1788 | DS033463 | 2023-01 | MM | 1
1788 | DS033463 | 2023-01 | I | 3
1725 | DS033463 | 2023-01 | I | 3,7
1725 | DS033463 | 2023-01 | I | 3,1
1803 | DS033463 | 2023-01 | I | 3,7
1803 | DS033463 | 2023-01 | I | 3,1
1756 | DS033464 | 2023-01 | I | 3,5
1797 | DS033461 | 2022-01 | MB | 6
1746 | DS033464 | 2023-01 | M | 2
1788 | DS033464 | 2023-01 | SU | 4,3
1788 | DS033464 | 2023-01 | I | 3,5
1816 | DS033464 | 2023-01 | SO | 6,5
1773 | DS033464 | 2023-01 | SU | 4,2
1750 | DS033464 | 2023-01 | MM | 1
1786 | DS033461 | 2022-01 | SU | 4
1764 | DS033461 | 2022-01 | MB | 6
1766 | DS033461 | 2022-01 | SO | 6,5
1747 | DS033461 | 2022-01 | MB | 6
1725 | DS033461 | 2022-01 | B | 5
1800 | DS033461 | 2023-01 | B | 5
1737 | DS033461 | 2022-01 | B | 5,3
1749 | DS033461 | 2022-01 | SU | 4,7
1754 | DS033461 | 2022-01 | B | 5,7
1777 | DS033461 | 2022-01 | B | 5,3
1743 | DS033461 | 2022-01 | SU | 4,8
1776 | DS033461 | 2022-01 | B | 5,6
1806 | DS033461 | 2022-01 | B | 5,7
1730 | DS033461 | 2022-01 | SO | 6,5
1726 | DS033461 | 2022-01 | MB | 6,3
1744 | DS033461 | 2022-01 | SO | 6,5
1751 | DS033461 | 2022-01 | B | 5,5
1768 | DS033461 | 2022-01 | B | 5,8
1736 | DS033461 | 2022-01 | B | 5,3
1798 | DS033461 | 2022-01 | SO | 6,6
1811 | DS033461 | 2022-01 | B | 5,1
1727 | DS033461 | 2022-01 | MB | 6,4
1748 | DS033461 | 2022-01 | MB | 6,3
1732 | DS033461 | 2022-01 | SO | 6,7
1728 | DS033461 | 2022-01 | MB | 6,4
1758 | DS033461 | 2022-01 | B | 5,4
1771 | DS033461 | 2022-01 | B | 5,4
1767 | DS033461 | 2022-01 | SO | 6,5
1801 | DS033461 | 2022-01 | B | 5,9
1731 | DS033461 | 2022-01 | B | 5,9
1794 | DS033461 | 2022-01 | SO | 6,5
1819 | DS033461 | 2022-01 | B | 5,9
1803 | DS033461 | 2022-01 | B | 5,6
1759 | DS033461 | 2022-01 | MB | 6,1
1746 | DS033467 | 2023-01 | MM | 1
1746 | DS033467 | 2023-01 | I | 3,5
1756 | DS033461 | 2022-02 | B | 5,7
1778 | DS033467 | 2023-01 | I | 3
1778 | DS033467 | 2023-01 | I | 3,5
1778 | DS033461 | 2022-02 | SO | 6,5
1737 | DS033467 | 2023-01 | I | 3,5
1811 | DS033467 | 2023-01 | I | 3,5
1727 | DS033467 | 2023-01 | I | 3,5
1781 | DS033467 | 2023-01 | SU | 4,7
1786 | DS033468 | 2023-01 | I | 3,1
1786 | DS033468 | 2023-01 | I | 3,7
1778 | DS033468 | 2023-01 | MM | 1
1778 | DS033468 | 2023-01 | NP | x
1737 | DS033468 | 2023-01 | I | 3,6
1747 | DS033468 | 2023-01 | I | 3,5
1776 | DS033468 | 2023-01 | MM | 1
1776 | DS033468 | 2023-01 | NP | x
1768 | DS033468 | 2023-01 | MM | 1
1768 | DS033468 | 2023-01 | NP | x
1727 | DS033468 | 2023-01 | I | 3,5
1816 | DS033468 | 2023-01 | I | 3,1
1816 | DS033468 | 2023-01 | I | 3,9
1725 | DS033468 | 2023-01 | NP | x
1801 | DS033468 | 2023-01 | I | 3,1
1731 | DS033468 | 2023-01 | I | 3,1
1819 | DS033468 | 2023-01 | NP | x
1781 | DS033468 | 2023-01 | I | 3,1
1781 | DS033468 | 2023-01 | NP | x
1803 | DS033468 | 2023-01 | I | 3,1
1759 | DS033468 | 2023-01 | I | 3,1
1749 | DS033469 | 2023-01 | I | 3,5
1736 | DS033469 | 2023-01 | I | 3
1758 | DS033469 | 2023-01 | I | 3
1801 | DS033469 | 2023-01 | I | 3
1731 | DS033469 | 2023-01 | I | 3
1781 | DS033469 | 2023-01 | B | 5,5
1766 | DS033473 | 2023-01 | I | 3,7
1747 | DS033473 | 2023-01 | I | 3,5
1747 | DS033473 | 2023-01 | I | 3,8
1754 | DS033473 | 2023-01 | I | 3,5
1777 | DS033473 | 2023-01 | NP | x
1776 | DS033473 | 2023-01 | I | 3,7
1730 | DS033473 | 2023-01 | I | 3,5
1730 | DS033473 | 2023-01 | I | 3,8
1768 | DS033473 | 2023-01 | I | 3,5
1771 | DS033473 | 2023-01 | I | 3,7
1767 | DS033473 | 2023-01 | I | 3,8
1801 | DS033473 | 2023-01 | I | 3,5
3232 | DV023461 | 2022-01 | B | 5
3265 | DV023461 | 2022-01 | MB | 6
1803 | DS033473 | 2023-01 | I | 3,5
3210 | DV023461 | 2022-01 | SU | 4
3192 | DV023461 | 2022-01 | MB | 6
1732 | DS033474 | 2023-01 | NP | x
3224 | DV023461 | 2022-01 | SU | 4
3217 | DV023461 | 2022-01 | SU | 4
1767 | DS033474 | 2023-01 | NP | x
3266 | DV023461 | 2022-01 | SU | 4
3267 | DV023461 | 2022-01 | B | 5,7
3207 | DV023461 | 2022-01 | B | 5,2
3238 | DV023461 | 2022-01 | B | 5,1
3259 | DV023461 | 2022-01 | B | 5,7
3213 | DV023461 | 2022-01 | SU | 4
3178 | DV023461 | 2022-01 | B | 5,6
3249 | DV023461 | 2022-01 | B | 5,2
3220 | DV023461 | 2022-01 | MB | 6,4
3251 | DV023461 | 2022-01 | B | 5,6
3247 | DV023461 | 2022-01 | MB | 6,2
3199 | DV023461 | 2022-01 | MB | 6,2
3206 | DV023461 | 2022-01 | SO | 6,8
3196 | DV023461 | 2022-01 | SU | 4,9
3246 | DV023461 | 2022-01 | B | 5,4
3233 | DV023461 | 2022-02 | B | 5
3184 | DV023461 | 2022-01 | SO | 6,7
3243 | DV023461 | 2022-01 | B | 5,9
3198 | DV023461 | 2022-01 | SU | 4,7
3204 | DV023461 | 2022-01 | B | 5,7
3209 | DV023461 | 2022-01 | SU | 4,8
3258 | DV023461 | 2022-01 | B | 5,6
3242 | DV023461 | 2022-01 | B | 5,5
3195 | DV023461 | 2022-01 | SU | 4,8
3348 | DV023461 | 2022-01 | B | 5,8
3255 | DV023461 | 2022-01 | SU | 4,1
3225 | DV023461 | 2022-01 | B | 5,8
3188 | DV023461 | 2022-01 | B | 5,2
3180 | DV023461 | 2022-01 | B | 5,7
3244 | DV023461 | 2022-01 | B | 5,8
